"","HHID_panel","caste","jatis","cat_income","cat_assets","villageid","villagearea","sbd_annualincome","sbd_assets_noland","sbd_loanamount","sbd_dsr","sbd_dar","sbd_expenses","sbd_dir","sbd_dsr","sbd_dar","sbd_assets_noland","clust"
"190","MAN1","Middle","Vanniyar","T2 in.","T1 as.","MAN","Ur","Sta-Dec","Inc-Inc","Inc-Inc","INC-INC","Inc-Inc","Dec-Inc","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","2"
"191","MAN10","Dalits","SC","T3 in.","T2 as.","MAN","Colony","Sta-Dec","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","4"
"192","MAN12","Dalits","SC","T1 in.","T1 as.","MAN","Colony","Dec-Inc","Dec-Inc","Dec-Inc","Inc-Inc","Dec-Dec","Inc-Dec","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","4"
"193","MAN13","Dalits","SC","T1 in.","T2 as.","MAN","Colony","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Dec","Inc-Dec","sbd_dsr_Inc-Inc","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","4"
"194","MAN14","Middle","Vanniyar","T3 in.","T2 as.","MAN","Ur","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Dec","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","4"
"195","MAN15","Middle","Vanniyar","T2 in.","T3 as.","MAN","Ur","Dec-Inc","Dec-Dec","Inc-Dec","Dec-Dec","Inc-Dec","Dec-Dec","Inc-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Dec","5"
"196","MAN16","Dalits","SC","T1 in.","T2 as.","MAN","Colony","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","4"
"197","MAN17","Dalits","SC","T1 in.","T1 as.","MAN","Colony","Inc-Dec","Dec-Inc","Inc-Dec","Dec-Dec","Inc-Dec","Dec-Inc","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","5"
"198","MAN18","Middle","Vanniyar","T3 in.","T3 as.","MAN","Ur","Inc-Dec","Dec-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","2"
"199","MAN19","Middle","Vanniyar","T3 in.","T3 as.","MAN","Ur","Sta-Dec","Dec-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","2"
"200","MAN2","Middle","Vanniyar","T2 in.","T3 as.","MAN","Ur","Inc-Dec","Dec-Dec","Inc-Dec","Dec-Dec","Inc-Inc","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","2"
"201","MAN20","Middle","Vanniyar","T2 in.","T1 as.","MAN","Ur","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Dec-Dec","DEC-INC","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","3"
"202","MAN21","Dalits","SC","T1 in.","T1 as.","MAN","Colony","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","4"
"203","MAN22","Dalits","SC","T1 in.","T1 as.","MAN","Colony","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Inc","Inc-Dec","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","1"
"204","MAN23","Dalits","SC","T1 in.","T2 as.","MAN","Colony","Dec-Inc","DEC-INC","Inc-Inc","Dec-Inc","Inc-Dec","Dec-Inc","Inc-Inc","sbd_dsr_Dec-Inc","sbd_dar_Inc-Dec","sbd_assets_noland_DEC-INC","5"
"205","MAN25","Dalits","SC","T1 in.","T1 as.","MAN","Colony","Inc-Dec","DEC-INC","Inc-Inc","Inc-Inc","Inc-Dec","Dec-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Inc-Dec","sbd_assets_noland_DEC-INC","5"
"206","MAN26","Middle","Vanniyar","T3 in.","T1 as.","MAN","Ur","Inc-Dec","DEC-INC","Dec-Inc","Inc-Inc","Inc-Dec","Dec-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Inc-Dec","sbd_assets_noland_DEC-INC","5"
"207","MAN28","Dalits","SC","T1 in.","T1 as.","MAN","Colony","Inc-Dec","Inc-Inc","Inc-Inc","Dec-Dec","Dec-Inc","Inc-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","1"
"208","MAN31","Dalits","SC","T3 in.","T1 as.","MAN","Colony","Dec-Sta","Inc-Inc","Inc-Inc","INC-INC","Dec-Dec","Inc-Dec","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","3"
"209","MAN32","Dalits","SC","T1 in.","T2 as.","MAN","Colony","Dec-Inc","Dec-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","2"
"210","MAN33","Dalits","SC","T1 in.","T2 as.","MAN","Colony","Inc-Dec","Dec-Inc","Inc-Dec","Dec-Dec","Inc-Dec","Inc-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","5"
"211","MAN34","Middle","Vanniyar","T2 in.","T1 as.","MAN","Ur","Dec-Sta","Dec-Dec","Inc-Inc","INC-INC","Inc-Inc","Dec-Dec","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","2"
"212","MAN37","Dalits","SC","T2 in.","T1 as.","MAN","Colony","Inc-Dec","DEC-INC","Inc-Inc","Dec-Dec","Inc-Dec","Dec-Dec","DEC-INC","sbd_dsr_Dec-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_DEC-INC","5"
"213","MAN38","Dalits","SC","T1 in.","T1 as.","MAN","Colony","Inc-Dec","DEC-INC","Inc-Dec","Sta-Dec","Inc-Dec","Dec-Dec","Dec-Dec","sbd_dsr_Sta-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_DEC-INC","5"
"214","MAN39","Dalits","SC","T1 in.","T1 as.","MAN","Colony","Inc-Dec","Inc-Inc","Inc-Dec","Inc-Inc","Dec-Dec","Dec-Dec","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","3"
"215","MAN41","Middle","Vanniyar","T1 in.","T1 as.","MAN","Ur","Sta-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","DEC-INC","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","4"
"216","MAN42","Middle","Vanniyar","T1 in.","T3 as.","MAN","Ur","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","4"
"217","MAN43","Dalits","SC","T1 in.","T1 as.","MAN","Colony","Dec-Inc","DEC-INC","Inc-Inc","Dec-Dec","Inc-Dec","Dec-Inc","Inc-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_DEC-INC","5"
"218","MAN44","Middle","Vanniyar","T2 in.","T3 as.","MAN","Ur","Dec-Inc","DEC-INC","Inc-Inc","Dec-Dec","Inc-Inc","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_DEC-INC","5"
"219","MAN45","Middle","Kulalar","T2 in.","T1 as.","MAN","Ur","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","1"
"220","MAN46","Dalits","SC","T3 in.","T3 as.","MAN","Colony","Sta-Dec","DEC-INC","Dec-Inc","INC-INC","Dec-Dec","Inc-Dec","DEC-INC","sbd_dsr_INC-INC","sbd_dar_Dec-Dec","sbd_assets_noland_DEC-INC","3"
"221","MAN47","Dalits","SC","T1 in.","T1 as.","MAN","Colony","Dec-Inc","Dec-Inc","Inc-Inc","Dec-Dec","Inc-Inc","Inc-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","4"
"222","MAN49","Dalits","SC","T1 in.","T3 as.","MAN","Colony","Sta-Dec","DEC-INC","Inc-Inc","Inc-Inc","Inc-Dec","Dec-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Dec","sbd_assets_noland_DEC-INC","5"
"223","MAN5","Dalits","SC","T1 in.","T2 as.","MAN","Colony","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","4"
"224","MAN50","Middle","Vanniyar","T3 in.","T1 as.","MAN","Ur","Inc-Dec","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Dec-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","4"
"225","MAN52","Middle","Vanniyar","T3 in.","T3 as.","MAN","Ur","Inc-Dec","Dec-Dec","Inc-Dec","Dec-Dec","Dec-Dec","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Dec","3"
"226","MAN8","Dalits","SC","T1 in.","T1 as.","MAN","Colony","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","4"
"227","MAN9","Middle","Vanniyar","T2 in.","T3 as.","MAN","Ur","Inc-Dec","DEC-INC","Inc-Dec","Inc-Inc","Inc-Dec","Inc-Dec","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Inc-Dec","sbd_assets_noland_DEC-INC","5"
"228","MANAM1","Dalits","SC","T2 in.","T1 as.","MANAM","Colony","Inc-Dec","Dec-Inc","Inc-Dec","Sta-Dec","Inc-Dec","Dec-Inc","Inc-Dec","sbd_dsr_Sta-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","5"
"229","MANAM10","Dalits","SC","T3 in.","T2 as.","MANAM","Colony","Dec-Inc","Dec-Inc","Dec-Inc","Dec-Inc","Dec-Inc","Dec-Inc","Dec-Dec","sbd_dsr_Dec-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Inc","1"
"230","MANAM13","Middle","Vanniyar","T3 in.","T3 as.","MANAM","Ur","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","4"
"231","MANAM14","Upper","Rediyar","T3 in.","T3 as.","MANAM","Ur","Sta-Dec","Inc-Inc","Inc-Dec","INC-INC","Dec-Dec","Inc-Dec","DEC-INC","sbd_dsr_INC-INC","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","3"
"232","MANAM15","Dalits","SC","T3 in.","T1 as.","MANAM","Colony","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Dec-Inc","Inc-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","4"
"233","MANAM16","Dalits","SC","T2 in.","T2 as.","MANAM","Colony","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Dec-Dec","Inc-Dec","sbd_dsr_Inc-Inc","sbd_dar_Inc-Dec","sbd_assets_noland_Inc-Inc","4"
"234","MANAM17","Dalits","SC","T1 in.","T1 as.","MANAM","Colony","Dec-Inc","DEC-INC","Inc-Inc","Inc-Inc","Inc-Dec","Dec-Inc","Inc-Dec","sbd_dsr_Inc-Inc","sbd_dar_Inc-Dec","sbd_assets_noland_DEC-INC","5"
"235","MANAM2","Middle","Vanniyar","T3 in.","T1 as.","MANAM","Ur","Sta-Dec","Dec-Dec","Inc-Dec","Sta-Dec","Inc-Dec","Dec-Inc","Inc-Dec","sbd_dsr_Sta-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Dec","5"
"236","MANAM20","Dalits","SC","T3 in.","T2 as.","MANAM","Colony","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","4"
"237","MANAM21","Middle","Vanniyar","T2 in.","T3 as.","MANAM","Ur","Dec-Inc","Dec-Dec","Inc-Inc","Dec-Dec","Dec-Dec","Dec-Dec","Inc-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Dec","3"
"238","MANAM22","Dalits","SC","T1 in.","T1 as.","MANAM","Colony","Inc-Dec","Inc-Inc","Dec-Inc","Inc-Inc","Dec-Inc","Dec-Dec","DEC-INC","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","1"
"239","MANAM23","Dalits","SC","T1 in.","T3 as.","MANAM","Colony","Dec-Inc","Dec-Inc","Dec-Inc","Dec-Inc","Dec-Inc","Dec-Inc","DEC-INC","sbd_dsr_Dec-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Inc","1"
"240","MANAM24","Dalits","SC","T3 in.","T2 as.","MANAM","Colony","Dec-Inc","Dec-Inc","Inc-Inc","Dec-Inc","Dec-Dec","Inc-Dec","Inc-Inc","sbd_dsr_Dec-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","1"
"241","MANAM25","Dalits","SC","T1 in.","T1 as.","MANAM","Colony","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Inc","DEC-INC","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","4"
"242","MANAM26","Dalits","Arunthathiyar","T3 in.","T1 as.","MANAM","Colony","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","4"
"243","MANAM28","Dalits","SC","T2 in.","T1 as.","MANAM","Colony","Inc-Dec","DEC-INC","Dec-Inc","Dec-Dec","Inc-Dec","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_DEC-INC","5"
"244","MANAM3","Dalits","SC","T1 in.","T1 as.","MANAM","Colony","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","4"
"245","MANAM30","Middle","Vanniyar","T3 in.","T3 as.","MANAM","Ur","Inc-Dec","Dec-Dec","Inc-Dec","Dec-Dec","Inc-Inc","Inc-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","2"
"246","MANAM31","Upper","Naidu","T3 in.","T3 as.","MANAM","Ur","Sta-Dec","Inc-Inc","Inc-Inc","Sta-Dec","Inc-Dec","Dec-Inc","Inc-Inc","sbd_dsr_Sta-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Inc-Inc","5"
"247","MANAM32","Upper","Rediyar","T2 in.","T2 as.","MANAM","Ur","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","4"
"248","MANAM33","Dalits","SC","T3 in.","T2 as.","MANAM","Colony","Sta-Dec","Dec-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","2"
"249","MANAM36","Middle","Vanniyar","T2 in.","T3 as.","MANAM","Ur","Inc-Dec","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","4"
"250","MANAM37","Dalits","SC","T2 in.","T1 as.","MANAM","Colony","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","4"
"251","MANAM38","Dalits","SC","T1 in.","T1 as.","MANAM","Colony","Inc-Dec","Dec-Inc","Dec-Inc","Dec-Dec","Dec-Dec","Inc-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","4"
"252","MANAM39","Middle","Asarai","T3 in.","T1 as.","MANAM","Ur","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Dec-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","3"
"253","MANAM4","Middle","Vanniyar","T3 in.","T3 as.","MANAM","Ur","Sta-Dec","Inc-Inc","Inc-Inc","INC-INC","Dec-Inc","Inc-Dec","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","1"
"254","MANAM41","Dalits","SC","T3 in.","T2 as.","MANAM","Colony","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","3"
"255","MANAM42","Dalits","SC","T2 in.","T1 as.","MANAM","Colony","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","3"
"256","MANAM43","Dalits","SC","T2 in.","T2 as.","MANAM","Colony","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","4"
"257","MANAM45","Dalits","SC","T3 in.","T1 as.","MANAM","Colony","Inc-Dec","Dec-Inc","Inc-Inc","INC-INC","Inc-Dec","Dec-Inc","DEC-INC","sbd_dsr_INC-INC","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","4"
"258","MANAM47","Dalits","SC","T2 in.","T2 as.","MANAM","Colony","Inc-Dec","Inc-Inc","Inc-Inc","INC-INC","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","2"
"259","MANAM48","Dalits","SC","T3 in.","T1 as.","MANAM","Colony","Sta-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","4"
"260","MANAM49","Dalits","SC","T2 in.","T2 as.","MANAM","Colony","Dec-Inc","Dec-Dec","Inc-Dec","Dec-Dec","Inc-Inc","Dec-Inc","Inc-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","2"
"261","MANAM5","Dalits","SC","T3 in.","T2 as.","MANAM","Colony","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","4"
"262","MANAM50","Upper","Naidu","T3 in.","T3 as.","MANAM","Ur","Dec-Inc","Inc-Inc","Inc-Inc","Sta-Dec","Inc-Inc","Dec-Inc","Inc-Inc","sbd_dsr_Sta-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","3"
"263","MANAM51","Upper","Rediyar","T3 in.","T3 as.","MANAM","Ur","Dec-Inc","Dec-Inc","Inc-Inc","Dec-Dec","Inc-Dec","Dec-Inc","Inc-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","5"
"264","MANAM8","Dalits","SC","T3 in.","T3 as.","MANAM","Colony","Dec-Inc","Dec-Inc","Dec-Inc","Dec-Dec","Dec-Dec","Dec-Dec","Inc-Inc","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","4"
"265","MANAM9","Dalits","SC","T3 in.","T1 as.","MANAM","Colony","Inc-Dec","Inc-Inc","Inc-Dec","Inc-Inc","Inc-Dec","Dec-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Dec","sbd_assets_noland_Inc-Inc","4"
"266","NAT1","Dalits","SC","T1 in.","T1 as.","NAT","Colony","Inc-Dec","Inc-Inc","Inc-Dec","Dec-Dec","Inc-Dec","Inc-Dec","Inc-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Inc-Inc","5"
"267","NAT10","Dalits","SC","T1 in.","T2 as.","NAT","Colony","Dec-Inc","Dec-Dec","Inc-Inc","Sta-Dec","Inc-Inc","Dec-Inc","Inc-Dec","sbd_dsr_Sta-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","2"
"268","NAT11","Dalits","SC","T3 in.","T3 as.","NAT","Colony","Dec-Inc","Dec-Dec","Inc-Dec","INC-INC","Inc-Dec","Inc-Dec","Inc-Dec","sbd_dsr_INC-INC","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Dec","2"
"269","NAT12","Upper","Rediyar","T3 in.","T2 as.","NAT","Ur","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","4"
"270","NAT13","Dalits","SC","T1 in.","T2 as.","NAT","Colony","Sta-Dec","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","4"
"271","NAT14","Dalits","SC","T2 in.","T1 as.","NAT","Colony","Inc-Dec","DEC-INC","Inc-Dec","Sta-Dec","Inc-Dec","Dec-Dec","Inc-Dec","sbd_dsr_Sta-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_DEC-INC","5"
"272","NAT15","Dalits","SC","T3 in.","T3 as.","NAT","Colony","Sta-Dec","Dec-Dec","Inc-Inc","INC-INC","Dec-Dec","Dec-Dec","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Dec","2"
"273","NAT16","Dalits","SC","T3 in.","T3 as.","NAT","Colony","Dec-Inc","Dec-Inc","Dec-Inc","Inc-Inc","Dec-Dec","Inc-Dec","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","4"
"274","NAT17","Middle","Vanniyar","T1 in.","T2 as.","NAT","Ur","Dec-Inc","Dec-Dec","Inc-Inc","Dec-Dec","Dec-Inc","Dec-Inc","Inc-Inc","sbd_dsr_Dec-Dec","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Dec","1"
"275","NAT18","Dalits","SC","T2 in.","T3 as.","NAT","Colony","Dec-Inc","Dec-Inc","Dec-Inc","Sta-Dec","Dec-Dec","Dec-Inc","Inc-Dec","sbd_dsr_Sta-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","3"
"276","NAT19","Middle","Vanniyar","T3 in.","T3 as.","NAT","Ur","Dec-Sta","Inc-Inc","Dec-Inc","Inc-Inc","Dec-Inc","Inc-Dec","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","1"
"277","NAT2","Dalits","SC","T1 in.","T1 as.","NAT","Colony","Dec-Inc","Inc-Inc","Inc-Inc","INC-INC","Inc-Inc","Dec-Dec","Inc-Dec","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","2"
"278","NAT20","Middle","Vanniyar","T2 in.","T3 as.","NAT","Ur","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Inc-Inc","Dec-Dec","Inc-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","3"
"279","NAT24","Middle","Vanniyar","T2 in.","T3 as.","NAT","Ur","Dec-Inc","Dec-Dec","Inc-Inc","INC-INC","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","2"
"280","NAT26","Dalits","SC","T1 in.","T2 as.","NAT","Colony","Inc-Dec","Dec-Dec","Inc-Inc","INC-INC","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","2"
"281","NAT28","Middle","Vanniyar","T3 in.","T2 as.","NAT","Ur","Dec-Inc","Dec-Dec","Inc-Inc","Inc-Inc","Dec-Inc","Dec-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Dec","1"
"282","NAT29","Dalits","SC","T2 in.","T1 as.","NAT","Colony","Inc-Dec","Dec-Dec","Inc-Inc","INC-INC","Inc-Inc","Inc-Dec","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","2"
"283","NAT32","Dalits","SC","T1 in.","T2 as.","NAT","Colony","Dec-Inc","Dec-Inc","Inc-Inc","Dec-Dec","Inc-Inc","Dec-Inc","Inc-Inc","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","4"
"284","NAT33","Dalits","SC","T3 in.","T3 as.","NAT","Colony","Dec-Inc","Inc-Inc","Dec-Inc","Dec-Dec","Dec-Inc","Dec-Inc","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","1"
