"","panelvar","villageid","villagearea","caste","jatis","loan1","income1","DSR1","DIR1","expenses1","assets1","DAR1","ISR1","DSRstd1","DARstd1","incomestd1","assetsstd1","expensesstd1","ISRstd1","loanstd1","DIRstd1","loan2","income2","DSR2","DIR2","expenses2","assets2","DAR2","ISR2","DSRstd2","DARstd2","incomestd2","assetsstd2","expensesstd2","ISRstd2","loanstd2","DIRstd2","loan3","income3","DSR3","DIR3","expenses3","assets3","DAR3","ISR3","DSRstd3","DARstd3","incomestd3","assetsstd3","expensesstd3","ISRstd3","loanstd3","DIRstd3","d1_loanamount","d2_loanamount","d1_DIR","d2_DIR","d1_DAR_without","d2_DAR_without","d1_DSR","d2_DSR","d1_ISR","d2_ISR","d1_annualincome","d2_annualincome","d1_assets_noland","d2_assets_noland","d1_yearly_expenses","d2_yearly_expenses","ce_DAR_without","ce_DSR","ce_loanamount","ce_income","ce_assetsnl","ce_DSR_1","ce_DSR_2","ce_DSR_3","ce_DSR_4","ce_DSR_5","ce_DSR_6","ce_DAR_without_1","ce_DAR_without_2","ce_DAR_without_3","ce_DAR_without_4","ce_DAR_without_5","ce_DAR_without_6","ce_loanamount_1","ce_loanamount_2","ce_loanamount_3","ce_loanamount_4","ce_loanamount_5","ce_loanamount_6","ce_income_1","ce_income_2","ce_income_3","ce_income_4","ce_income_5","ce_income_6","ce_assetsnl_1","ce_assetsnl_2","ce_assetsnl_3","ce_assetsnl_4","ce_assetsnl_5","ce_assetsnl_6","d1_sign_loanamount","d2_sign_loanamount","std_abs_d1_loanamount","std_abs_d2_loanamount","d1_sign_DIR","d2_sign_DIR","std_abs_d1_DIR","std_abs_d2_DIR","d1_sign_DAR_without","d2_sign_DAR_without","std_abs_d1_DAR_without","std_abs_d2_DAR_without","d1_sign_DSR","d2_sign_DSR","std_abs_d1_DSR","std_abs_d2_DSR","d1_sign_ISR","d2_sign_ISR","std_abs_d1_ISR","std_abs_d2_ISR","d1_sign_annualincome","d2_sign_annualincome","std_abs_d1_annualincome","std_abs_d2_annualincome","d1_sign_assets_noland","d2_sign_assets_noland","std_abs_d1_assets_noland","std_abs_d2_assets_noland","d1_sign_yearly_expenses","d2_sign_yearly_expenses","std_abs_d1_yearly_expenses","std_abs_d2_yearly_expenses","cl_loan_sbd","cl_income_sbd","cl_assets_sbd","cl_DSR_sbd","cl_DAR_sbd","cl_expenses_sbd"
"336","ORA49","ORA","Colony","Dalits","SC",49000,57500,3.3756521,85.217392,44000,176000,27.84091,3.3756521,-0.3370491,-0.18782152,-0.35970008,-0.37236428,-0.25508523,-0.25460985,-0.5055868,-0.24560909,66500,52151.902,35.854458,127.51213,69335.445,81962.031,81.135132,3.7924938,-0.16041961,0.021002278,-0.41575032,-0.64766848,0.41421214,-0.24990834,-0.40321898,-0.20221059,77400,34565.215,59.440361,223.92455,22500,160326.08,48.276611,12.214815,-0.032152396,-0.10774791,-0.60006595,-0.41825104,-0.82305998,-0.15491405,-0.33945847,-0.1032821,17500,10900,42.294739,96.412415,53.29422,-32.858521,32.478806,23.585903,0.41684175,8.4223213,-5348.0977,-17586.688,-94037.969,78364.047,25335.445,-46835.445,"(Δ+1)>(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)","(Δ-1)&(Δ-2)","(Δ-1)>(Δ+2)",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"POS","POS",-0.57090044,-0.67061114,"POS","POS",-0.33012632,-0.28562221,"POS","NEG",-0.13992175,-0.18674609,"POS","POS",-0.27468809,-0.27918795,"POS","POS",-0.45728207,-0.28932276,"NEG","NEG",-0.61791801,-0.53830069,"NEG","POS",-0.28909296,-0.41032991,"POS","NEG",-0.14266971,0.45256457,1,1,3,2,3,1
"337","ORA51","ORA","Colony","Middle","Vanniyar",175000,36000,163.52119,486.11111,53900,261500,66.9216,58.996571,0.5338704,-0.034690883,-0.58502883,-0.12205575,0.0064473352,0.37273148,0.23146154,0.16574675,6300,24683.545,13.666667,25.523079,77088.609,1e+05,6.3000002,5.974359,-0.28108346,-0.27222571,-0.70362985,-0.59486079,0.61903083,-0.22529936,-0.7553643,-0.30686125,8000,13206.521,18.51852,60.576134,48369.566,255434.78,3.1319149,0,-0.25469762,-0.28463927,-0.82391369,-0.13981219,-0.13965251,-0.29268342,-0.74542004,-0.27089342,-168700,1700,-460.58804,35.053055,-60.621601,-3.1680853,-149.85452,4.8518534,-53.022213,-5.974359,-11316.455,-11477.023,-161500,155434.78,23188.609,-28719.043,"(Δ-1)&(Δ-2)","(Δ-1)>(Δ+2)","(Δ-1)>(Δ+2)","(Δ-1)&(Δ-2)","(Δ-1)>(Δ+2)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"NEG","POS",0.2687448,-0.72787023,"NEG","POS",0.22437452,-0.3278448,"NEG","NEG",-0.12275603,-0.25843543,"NEG","POS",1.058486,-0.34314802,"NEG","NEG",0.52595371,-0.30626863,"NEG","NEG",-0.55496198,-0.59057117,"NEG","POS",-0.13253383,-0.21448129,"POS","NEG",-0.19039534,0.025175456,2,4,3,1,4,2
"338","ORA52","ORA","Ur","Middle","Vanniyar",14000,100000,6,14,51000,296500,4.7217536,0.5,-0.32277709,-0.27840978,0.085717119,-0.019590262,-0.070163213,-0.28704396,-0.7103225,-0.31868505,0,92405.063,0,0,29683.545,22151.898,0,0,-0.35540691,-0.29691112,0.0061190967,-0.82276773,-0.63328916,-0.29268342,-0.79221672,-0.3330504,140400,62152.176,63.651855,225.89714,51630.434,331086.97,42.405777,49.691841,-0.0092490278,-0.13075171,-0.31094342,0.081666037,-0.053508777,0.26778463,0.029065726,-0.10125802,-14000,140400,-14,225.89714,-4.7217536,42.405777,-6,63.651855,-0.5,49.691841,-7594.9375,-30252.887,-274348.09,308935.06,-21316.455,21946.889,"(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)&(Δ-2)","(Δ-1)<(Δ+2)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"NEG","POS",-0.59033668,0.13537286,"NEG","POS",-0.36763456,-0.19652125,"NEG","POS",-0.25371152,-0.16369365,"NEG","POS",-0.57543904,-0.14239843,"NEG","POS",-0.45572776,-0.0036371793,"NEG","NEG",-0.59421766,-0.42993656,"NEG","POS",0.1293527,0.17558658,"NEG","POS",-0.2320146,-0.13458833,2,1,3,2,4,3
"339","ORA8","ORA","Colony","Dalits","SC",145000,80000,0.93750006,181.25,56400,325000,44.615383,0.93750006,-0.35030848,-0.12209377,-0.12389098,0.063845918,0.072490908,-0.28210947,0.055973839,-0.14707032,203800,42721.52,9.9644442,477.04297,68987.344,487848.09,41.775303,4.5303702,-0.30121726,-0.13322212,-0.51458454,0.54059762,0.40501618,-0.24158594,0.39992973,0.15644196,258700.02,165500,22.038754,156.31421,75760.867,412880.44,62.657368,9.0669832,-0.23555355,-0.05139951,0.77218366,0.32112339,0.58395529,-0.19041805,0.72107232,-0.17265686,58800,54900.016,295.79297,-320.72876,-2.8400803,20.882065,9.0269442,12.074309,3.5928702,4.536613,-37278.48,122778.48,162848.09,-74967.656,12587.344,6773.5234,"(Δ-1)<(Δ+2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)","(Δ-1)<(Δ+2)","(Δ+1)>(Δ-2)",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"POS","POS",-0.34155288,-0.39676321,"POS","NEG",0.0059177452,-0.13126577,"NEG","POS",-0.25811967,-0.21566395,"POS","POS",-0.54105848,-0.31848976,"POS","POS",-0.3979196,-0.31622133,"NEG","POS",-0.28110686,0.36165482,"POS","NEG",-0.12940532,-0.41896066,"POS","POS",-0.42606869,-0.49254745,1,6,2,2,5,2
"340","ORA9","ORA","Ur","Middle","Vanniyar",1085000,96000,399.82458,1130.2083,126000,465500,233.0827,25.738365,1.818959,0.61638147,0.043795496,0.47517166,1.9111441,-0.0023836282,5.5545888,0.82665288,332300,37974.684,210.93893,875.05664,49873.418,1316455.8,25.24202,44.272236,0.79174227,-0.19800481,-0.56433332,2.9664171,-0.099924617,0.20665756,1.151602,0.56484258,214500,222826.08,1.0019449,96.263412,51358.695,568478.25,37.732311,1.0019449,-0.34995803,-0.14906386,1.3729842,0.77664924,-0.060687404,-0.28138259,0.46252036,-0.2342748,-752700,-117800,-255.15161,-778.79321,-207.84068,12.490292,-188.88565,-209.937,18.533871,-43.27029,-58025.316,184851.39,850955.75,-747977.5,-76126.578,1485.2773,"(Δ-1)>(Δ+2)","(Δ-1)&(Δ-2)","(Δ-1)&(Δ-2)","(Δ-1)<(Δ+2)","(Δ+1)>(Δ-2)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,"NEG","NEG",3.5118189,-0.0052853548,"NEG","NEG",-0.047957528,0.18393728,"NEG","POS",0.22213124,-0.2359264,"NEG","NEG",1.5018084,0.35703489,"POS","NEG",-0.11866052,-0.048089948,"NEG","POS",-0.06226306,0.89271194,"POS","NEG",1.4674859,1.2912611,"NEG","POS",0.98645169,-0.61730391,2,6,1,1,4,3
"341","SEM1","SEM","Ur","Middle","Muslims",155000,156000,27.06238,99.358978,83900,454500,34.103413,0.4775641,-0.20823357,-0.16328304,0.67261982,0.44296822,0.79897028,-0.28729701,0.11446974,-0.23109846,31600,178481.02,7.0921988,17.704964,48987.34,579620.25,5.4518456,0,-0.3168374,-0.27554902,0.90822995,0.80926841,-0.12333252,-0.29268342,-0.60736966,-0.31488338,119600,57065.215,102.39811,209.58476,45108.695,338478.25,35.334621,28.079489,0.20146471,-0.15845877,-0.36425683,0.10330464,-0.22579634,0.024021611,-0.092605747,-0.11799611,-123400,88000,-81.654015,191.87979,-28.651567,29.882776,-19.970181,95.305908,-0.4775641,28.079489,22481.016,-121415.8,125120.25,-241142,-34912.66,-3878.6445,"(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)>(Δ+2)","(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,"NEG","POS",0.017184421,-0.19075504,"NEG","POS",-0.27795058,-0.21992926,"NEG","POS",-0.19765161,-0.19393119,"NEG","POS",-0.41676328,-0.034328062,"NEG","POS",-0.4561471,-0.1532473,"POS","NEG",-0.43719491,0.34999651,"POS","NEG",-0.21696031,0.0033139589,"NEG","NEG",0.070238285,-0.56084132,6,4,2,2,2,3
"342","SEM10","SEM","Ur","Upper","Chettiyar",220000,56000,231.50894,392.85715,36800,412500,53.333336,74.008926,0.90360814,-0.087934047,-0.37542072,0.32000962,-0.44529071,0.54205394,0.4946931,0.070059136,632900,103291.14,34.795982,612.73407,75443.039,521455.69,121.37177,2.8730626,-0.16617592,0.1786623,0.1202096,0.63898671,0.57555908,-0.26027849,2.9099889,0.29567418,208600,9391.3047,734.45599,2221.2036,65978.258,130217.39,160.19366,168.98068,3.6387849,0.3307789,-0.86389869,-0.50639677,0.32552388,1.6132284,0.42800778,1.9461199,412900,-424300,219.87692,1608.4695,68.038437,38.821892,-196.71295,699.66003,-71.135864,166.10762,47291.141,-93899.836,108955.69,-391238.31,38643.039,-9464.7813,"(Δ+1)&(Δ+2)","(Δ-1)<(Δ+2)","(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"POS","NEG",1.6248385,1.9023138,"POS","POS",-0.094718605,0.75485367,"POS","POS",-0.10538076,-0.17234716,"NEG","POS",1.5907122,2.0290024,"NEG","POS",0.86451215,0.80224353,"POS","NEG",-0.17549033,0.11458709,"POS","NEG",-0.25447342,0.38473183,"POS","NEG",0.15316714,-0.42905721,3,2,2,2,5,2
"343","SEM12","SEM","Colony","Dalits","SC",55000,90000,22.427776,61.111111,43400,158000,34.810127,7.9833336,-0.23343793,-0.16051391,-0.019086933,-0.42506081,-0.27093568,-0.2026404,-0.47048926,-0.27034447,63300,150759.48,0,41.987408,61898.734,291518.97,21.713852,0,-0.35540691,-0.2118293,0.61769706,-0.034172658,0.21775335,-0.29268342,-0.42193767,-0.28996724,38500,82608.695,1.7763158,46.605263,14673.913,308043.47,12.498237,0,-0.34574676,-0.24793902,-0.0965508,0.014204226,-1.0298051,-0.29268342,-0.56700754,-0.28522888,8300,-24800,-19.123703,4.6178551,-13.096275,-9.2156153,-22.427776,1.7763158,-7.9833336,0,60759.484,-68150.789,133518.97,16524.5,18498.734,-47224.82,"(Δ-1)&(Δ-2)","(Δ-1)>(Δ+2)","(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)&(Δ+2)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"POS","NEG",-0.62198997,-0.58410013,"NEG","POS",-0.36084247,-0.34878784,"NEG","NEG",-0.2340927,-0.2438333,"NEG","POS",-0.38884947,-0.35364825,"NEG","POS",-0.31585836,-0.34762573,"POS","NEG",-0.033422243,-0.10570572,"POS","POS",-0.19746941,-0.56747371,"POS","NEG",-0.29465446,0.46175042,6,1,6,2,6,1
"344","SEM13","SEM","Colony","Dalits","SC",170000,260000,1.4923077,65.384613,96600,190500,89.238846,1.4923077,-0.34729129,0.052755222,1.7625819,-0.3299143,1.1344717,-0.27585185,0.2022136,-0.26595944,88500,95164.555,9.6651154,92.996803,21645.57,331329.09,26.710602,9.6651154,-0.30284509,-0.19225043,0.035039693,0.082374878,-0.84563184,-0.18367179,-0.274528,-0.23762666,168400,95706.531,3.639951,175.95456,87336.953,164239.14,102.53341,3.639951,-0.33561176,0.10484757,0.040719826,-0.4067952,0.88976574,-0.25162885,0.19285426,-0.15250395,-81500,79900,27.61219,82.957756,-62.528244,75.822807,8.1728077,-6.0251646,8.1728077,-6.0251646,-164835.44,541.97656,140829.09,-167089.95,-74954.43,65691.383,"(Δ-1)<(Δ+2)","(Δ+1)>(Δ-2)","(Δ-1)>(Δ+2)","(Δ-1)>(Δ+2)","(Δ+1)<(Δ-2)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"NEG","POS",-0.21549505,-0.24116793,"POS","POS",-0.34958988,-0.29488063,"NEG","POS",-0.11828938,-0.083006226,"POS","NEG",-0.55075991,-0.3391422,"POS","NEG",-0.31231695,-0.30591694,"NEG","POS",1.0644019,-0.68412459,"POS","NEG",-0.1805048,-0.1848637,"NEG","POS",0.96039402,0.89740026,6,4,2,3,2,3
"345","SEM15","SEM","Colony","Dalits","SC",65000,42000,19.523808,154.76192,48600,89000,73.033707,9.999999,-0.24923058,-0.010741696,-0.5221464,-0.62706423,-0.13356505,-0.17989467,-0.41199338,-0.17424966,77900,46835.441,48.303825,166.32704,45696.203,98417.727,79.152412,19.71266,-0.092716217,0.01323335,-0.47146899,-0.59949303,-0.2102759,-0.070346802,-0.33653367,-0.16238272,113100,194347.83,19.520632,58.19463,51739.129,131521.75,85.993385,5.3980279,-0.24924785,0.04003847,1.0745206,-0.50257814,-0.050637327,-0.23179974,-0.13062808,-0.27333707,12900,35200,11.565125,-108.13242,6.1187057,6.8409729,28.780018,-28.783194,9.7126608,-14.314632,4835.4414,147512.39,9417.7266,33104.023,-2903.7969,6042.9258,"(Δ+1)&(Δ+2)","(Δ+1)<(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"POS","POS",-0.5964452,-0.51937246,"POS","NEG",-0.37086231,-0.27755746,"POS","POS",-0.2504389,-0.24956702,"POS","NEG",-0.31669959,-0.26144382,"POS","NEG",-0.28353587,-0.24853362,"POS","POS",-0.62332565,0.57326275,"POS","POS",-0.48547113,-0.52534258,"NEG","POS",-0.64134049,-0.50978315,1,6,6,3,5,2
"346","SEM16","SEM","Ur","Middle","Muslims",60000,200000,4.5,30.000002,79000,673000,8.9153042,4.5,-0.33093455,-0.26197809,1.1337576,1.0826455,0.66952485,-0.24192847,-0.44124132,-0.30226749,284900,75949.367,116.41396,375.11835,89493.672,721265.81,39.5,24.8829,0.27768713,-0.14213748,-0.16634326,1.2239479,0.94674069,-0.01203231,0.87433153,0.051857404,260799.98,188586.95,9.0283403,138.29163,66847.828,697826.13,37.373207,0,-0.30630806,-0.15047094,1.0141443,1.1553261,0.34849569,-0.29268342,0.7333563,-0.19114979,224900,-24100.016,345.11835,-236.82672,30.584696,-2.1267929,111.91396,-107.38562,20.3829,-24.8829,-124050.63,112637.59,48265.813,-23439.688,10493.672,-22645.844,"(Δ+1)>(Δ-2)","(Δ+1)>(Δ-2)","(Δ+1)>(Δ-2)","(Δ-1)>(Δ+2)","(Δ+1)>(Δ-2)",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"POS","NEG",0.58083516,-0.58845669,"POS","NEG",0.071304791,-0.1890004,"POS","NEG",-0.19312291,-0.2609497,"POS","NEG",0.62755036,0.006913383,"POS","NEG",-0.084100708,-0.17537546,"NEG","POS",0.63419157,0.27489561,"POS","NEG",-0.39531639,-0.54990119,"POS","NEG",-0.47261244,-0.11809909,1,7,2,2,5,2
"347","SEM17","SEM","Ur","Upper","Naidu",205000,150000,82.463333,136.66667,161400,230000,89.13044,21.663332,0.093053423,0.052330453,0.6097374,-0.21427469,2.8463211,-0.048345413,0.40694925,-0.19281714,31600,232405.08,4.2029963,13.596949,25886.076,805189.81,3.9245405,0,-0.33254975,-0.28153351,1.4733759,1.4696425,-0.73360854,-0.29268342,-0.60736966,-0.31909862,230800,114673.91,171.85971,201.26636,50543.477,351304.34,65.698021,16.240355,0.57921773,-0.039485257,0.23950568,0.14085412,-0.082223393,-0.1095105,0.55786866,-0.1265316,-173400,199200,-123.06973,187.6694,-85.205902,61.773479,-78.260338,167.65671,-21.663332,16.240355,82405.078,-117731.16,575189.81,-453885.47,-135513.92,24657.4,"(Δ-1)>(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)","(Δ+1)<(Δ-2)","(Δ+1)>(Δ-2)",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"NEG","POS",0.2948449,0.50133318,"NEG","POS",-0.22304882,-0.22282651,"NEG","POS",-0.065162875,-0.11692917,"NEG","POS",0.2453066,0.21268541,"NEG","POS",-0.06016843,-0.23520294,"POS","NEG",0.19490191,0.3184731,"POS","NEG",0.82751602,0.54392791,"NEG","POS",2.3066728,-0.070643894,6,1,1,2,2,3
"348","SEM18","SEM","Ur","Upper","Naidu",95000,73000,74.017357,130.13699,37400,140000,67.85714,24.705345,0.047121674,-0.031025141,-0.19725382,-0.47775736,-0.42944026,-0.014034931,-0.23650567,-0.19951722,63300,172784.81,7.2960906,36.635166,55696.203,257278.47,24.603691,4.7992907,-0.31572857,-0.20050599,0.84853142,-0.13441464,0.053898405,-0.23855281,-0.42193767,-0.29545918,935800,83695.656,6.4720898,1118.0986,41304.348,1016521.8,92.059021,0.80192357,-0.32020974,0.063805573,-0.085159011,2.0883348,-0.32629743,-0.28363863,4.6818299,0.81422722,-31700,872500,-93.501831,1081.4635,-43.253448,67.45533,-66.721268,-0.82400084,-19.906055,-3.9973671,99784.813,-89089.156,117278.47,759243.25,18296.203,-14391.855,"(Δ-1)<(Δ+2)","(Δ-1)&(Δ-2)","(Δ-1)<(Δ+2)","(Δ+1)>(Δ-2)","(Δ+1)&(Δ+2)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"NEG","POS",-0.49204487,4.6918278,"NEG","POS",-0.26224482,0.39221057,"NEG","POS",-0.16344407,-0.10321,"NEG","NEG",0.1142438,-0.35689953,"NEG","NEG",-0.093013309,-0.31995422,"POS","NEG",0.37822852,0.073429912,"POS","POS",-0.23515873,1.3198891,"POS","NEG",-0.29915684,-0.31282124,4,3,5,1,2,2
"349","SEM19","SEM","Colony","Dalits","SC",123500,140000,61.669643,88.214287,21200,55500,222.52252,7.8839288,-0.020028891,0.57500327,0.5049333,-0.72513831,-0.85740262,-0.20376156,-0.069792345,-0.24253398,66400,114873.42,12.741846,57.802753,66708.859,23955.695,277.17834,2.5662656,-0.2861129,0.78916228,0.24159661,-0.81748694,0.34482449,-0.26373881,-0.40380394,-0.27373916,37400,95108.695,2.5426118,39.323433,49782.609,182336.95,20.511475,2.5426118,-0.34157941,-0.21654059,0.034454264,-0.35381231,-0.10232355,-0.2640056,-0.57344204,-0.29270074,-57100,-29000,-30.411533,-18.479321,54.655823,-256.66687,-48.927795,-10.199234,-5.3176632,-0.023653746,-25126.578,-19764.727,-31544.305,158381.25,45508.859,-16926.25,"(Δ+1)<(Δ-2)","(Δ-1)&(Δ-2)","(Δ-1)&(Δ-2)","(Δ-1)&(Δ-2)","(Δ-1)<(Δ+2)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"NEG","NEG",-0.35099334,-0.55796009,"NEG","NEG",-0.34587902,-0.33924949,"POS","NEG",-0.13673195,0.35365263,"NEG","NEG",-0.087857589,-0.32489148,"NEG","NEG",-0.36568186,-0.347462,"NEG","NEG",-0.40928873,-0.51966673,"NEG","POS",-0.434122,-0.20699386,"POS","NEG",0.30579901,-0.25303161,6,1,5,1,1,1
"350","SEM2","SEM","Ur","Middle","Kulalar",78500,60000,42.043068,130.83333,42600,129000,60.852711,15.672931,-0.12676409,-0.058470733,-0.33349907,-0.50996077,-0.29206964,-0.1159104,-0.33302391,-0.19880272,177000,99746.844,52.364494,177.44922,111392.41,199303.78,88.809151,12.354716,-0.070633084,0.05107154,0.083063938,-0.30414048,1.525249,-0.15333612,0.24316072,-0.1509703,191700,29347.826,265.20306,653.20001,65978.258,231902.17,82.664162,57.698612,1.0868468,0.026993506,-0.65474629,-0.20870592,0.32552388,0.35809198,0.32914969,0.33719617,98500,14700,46.615891,475.75079,27.95644,-6.144989,10.321426,212.83856,-3.3182144,45.343895,39746.844,-70399.016,70303.781,32598.391,68792.406,-45414.148,"(Δ+1)>(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)","(Δ+1)<(Δ-2)","(Δ+1)&(Δ+2)",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"POS","POS",-0.12109049,-0.64696068,"POS","POS",-0.32439807,-0.024592103,"POS","NEG",-0.19928007,-0.25124753,"POS","POS",-0.5263555,0.36694115,"NEG","POS",-0.4030531,-0.033735555,"POS","NEG",-0.25506982,-0.086471289,"POS","POS",-0.34417287,-0.52662748,"POS","NEG",0.82340807,0.41903436,1,2,6,2,5,1
"351","SEM20","SEM","Ur","Middle","Vanniyar",34000,55000,26.699179,61.818184,28200,87000,39.08046,7.4437156,-0.21020876,-0.14378138,-0.38590112,-0.63291937,-0.67248064,-0.20872667,-0.59333068,-0.26961896,40500,44556.965,9.6309452,90.894875,23987.342,94873.414,42.688461,1.9261889,-0.30303094,-0.12964407,-0.49534833,-0.6098693,-0.78376824,-0.27095816,-0.55530834,-0.23978345,76000,111413.04,25.284576,68.214638,36413.043,71413.039,106.42314,7.4756937,-0.2179018,0.12008879,0.20533039,-0.67855155,-0.45551315,-0.20836601,-0.34764788,-0.26305556,6500,35500,29.076691,-22.680237,3.6080017,63.73468,-17.068233,15.653631,-5.5175266,5.5495048,-10443.035,66856.078,7873.4141,-23460.375,-4212.6582,12425.701,"(Δ+1)&(Δ+2)","(Δ-1)>(Δ+2)","(Δ+1)&(Δ+2)","(Δ-1)<(Δ+2)","(Δ+1)<(Δ-2)",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"POS","POS",-0.63198572,-0.51750529,"POS","NEG",-0.3476485,-0.33635876,"POS","POS",-0.25632069,-0.11219374,"NEG","POS",-0.44972411,-0.30626959,"NEG","POS",-0.36194625,-0.30920964,"NEG","POS",-0.56417507,-0.11678246,"POS","NEG",-0.48905501,-0.54984862,"NEG","POS",-0.61224365,-0.35920534,1,6,2,1,7,4
"352","SEM22","SEM","Colony","Dalits","SC",80000,65000,12.456923,123.07693,30700,166500,48.04805,12.456923,-0.28766242,-0.10864349,-0.28109705,-0.40017635,-0.60643703,-0.15218335,-0.32424954,-0.20676154,11900,3417.7214,66.666672,348.18518,25569.621,133417.72,8.9193544,11.111112,0.0071464465,-0.26196223,-0.92650425,-0.49702755,-0.74196845,-0.16736259,-0.7226066,0.024221363,34200,37228.262,9.0390368,91.8657,22771.738,108152.18,31.622112,0,-0.30624992,-0.17300557,-0.57215613,-0.57099456,-0.81588137,-0.29268342,-0.59216076,-0.23878728,-68100,22300,225.10825,-256.31949,-39.128696,22.702759,54.209747,-57.627636,-1.3458109,-11.111112,-61582.277,33810.539,-33082.281,-25265.539,-5130.3789,-2797.8828,"(Δ-1)>(Δ+2)","(Δ+1)<(Δ-2)","(Δ-1)>(Δ+2)","(Δ-1)>(Δ+2)","(Δ-1)&(Δ-2)",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"NEG","POS",-0.28990805,-0.59965968,"POS","NEG",-0.087783821,-0.17558704,"NEG","POS",-0.17310704,-0.21126778,"POS","NEG",-0.027864248,-0.16296577,"NEG","NEG",-0.43991891,-0.27070978,"NEG","POS",-0.024743179,-0.39949951,"NEG","NEG",-0.43055281,-0.54526138,"NEG","NEG",-0.59184206,-0.58633786,2,7,2,2,2,3
"353","SEM25","SEM","Colony","Dalits","SC",37000,72000,2.9444444,51.388889,68400,98000,37.7551,2.9444444,-0.33939412,-0.14897455,-0.20773423,-0.60071594,0.38950008,-0.25947338,-0.57578188,-0.28032041,25300,29810.125,32.71352,84.870491,65696.203,128670.88,19.662567,10.904508,-0.17750096,-0.21986689,-0.64990121,-0.51092434,0.31807271,-0.16969284,-0.64422208,-0.24596505,89700,36847.828,29.03521,243.43362,43478.262,171413.05,52.329739,0,-0.19750473,-0.091866463,-0.57614321,-0.38579297,-0.26886821,-0.29268342,-0.26750851,-0.083263896,-11700,64400,33.481602,158.56314,-18.092533,32.667171,29.769075,-3.6783104,7.960063,-10.904508,-42189.875,7037.7031,30670.883,42742.164,-2703.7969,-22217.941,"(Δ-1)<(Δ+2)","(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)","(Δ-1)>(Δ+2)","(Δ+1)&(Δ+2)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"NEG","POS",-0.60310906,-0.33763707,"POS","POS",-0.34180924,-0.24285509,"NEG","POS",-0.22238806,-0.1872081,"POS","NEG",-0.3054657,-0.34715462,"POS","NEG",-0.31629333,-0.27214,"NEG","POS",-0.22929999,-0.62855124,"POS","POS",-0.43614894,-0.50085062,"NEG","NEG",-0.64578664,-0.12819386,4,4,6,4,2,3
