"","panelvar","villageid","villagearea","caste","jatis","loan1","income1","DSR1","DIR1","expenses1","assets1","DAR1","ISR1","DSRstd1","DARstd1","incomestd1","assetsstd1","expensesstd1","ISRstd1","loanstd1","DIRstd1","loan2","income2","DSR2","DIR2","expenses2","assets2","DAR2","ISR2","DSRstd2","DARstd2","incomestd2","assetsstd2","expensesstd2","ISRstd2","loanstd2","DIRstd2","loan3","income3","DSR3","DIR3","expenses3","assets3","DAR3","ISR3","DSRstd3","DARstd3","incomestd3","assetsstd3","expensesstd3","ISRstd3","loanstd3","DIRstd3","d1_loanamount","d2_loanamount","d1_DIR","d2_DIR","d1_DAR_without","d2_DAR_without","d1_DSR","d2_DSR","d1_ISR","d2_ISR","d1_annualincome","d2_annualincome","d1_assets_noland","d2_assets_noland","d1_yearly_expenses","d2_yearly_expenses","ce_DAR_without","ce_DSR","ce_loanamount","ce_income","ce_assetsnl","ce_DSR_1","ce_DSR_2","ce_DSR_3","ce_DSR_4","ce_DSR_5","ce_DSR_6","ce_DAR_without_1","ce_DAR_without_2","ce_DAR_without_3","ce_DAR_without_4","ce_DAR_without_5","ce_DAR_without_6","ce_loanamount_1","ce_loanamount_2","ce_loanamount_3","ce_loanamount_4","ce_loanamount_5","ce_loanamount_6","ce_income_1","ce_income_2","ce_income_3","ce_income_4","ce_income_5","ce_income_6","ce_assetsnl_1","ce_assetsnl_2","ce_assetsnl_3","ce_assetsnl_4","ce_assetsnl_5","ce_assetsnl_6","d1_sign_loanamount","d2_sign_loanamount","std_abs_d1_loanamount","std_abs_d2_loanamount","d1_sign_DIR","d2_sign_DIR","std_abs_d1_DIR","std_abs_d2_DIR","d1_sign_DAR_without","d2_sign_DAR_without","std_abs_d1_DAR_without","std_abs_d2_DAR_without","d1_sign_DSR","d2_sign_DSR","std_abs_d1_DSR","std_abs_d2_DSR","d1_sign_ISR","d2_sign_ISR","std_abs_d1_ISR","std_abs_d2_ISR","d1_sign_annualincome","d2_sign_annualincome","std_abs_d1_annualincome","std_abs_d2_annualincome","d1_sign_assets_noland","d2_sign_assets_noland","std_abs_d1_assets_noland","std_abs_d2_assets_noland","d1_sign_yearly_expenses","d2_sign_yearly_expenses","std_abs_d1_yearly_expenses","std_abs_d2_yearly_expenses","cl_loan_sbd","cl_income_sbd","cl_assets_sbd","cl_DSR_sbd","cl_DAR_sbd","cl_expenses_sbd"
"110","KAR47","KAR","Colony","Dalits","SC",17200,65000,6.9612303,26.461538,51400,108000,15.925926,2.0381539,-0.31754965,-0.23450825,-0.28109705,-0.5714401,-0.059596241,-0.26969534,-0.69160378,-0.30589831,50700,70379.742,29.106081,72.037773,41645.57,109620.26,46.25058,4.1906476,-0.19711931,-0.11568655,-0.22471519,-0.56669664,-0.31728321,-0.24541762,-0.49564251,-0.25913265,187600,32989.133,13.495569,568.67212,32554.348,274565.22,68.32621,13.495569,-0.28201395,-0.029187173,-0.61658394,-0.083806202,-0.55744994,-0.14046858,0.30516639,0.25046235,33500,136900,45.576233,496.63434,30.324654,22.07563,22.144852,-15.610512,2.1524937,9.3049221,5379.7422,-37390.609,1620.2578,164944.97,-9754.4297,-9091.2227,"(Δ+1)&(Δ+2)","(Δ+1)>(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)<(Δ-2)","(Δ+1)&(Δ+2)",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"POS","POS",-0.48204908,0.11358951,"POS","POS",-0.32577628,-0.01022173,"POS","POS",-0.19373211,-0.21278203,"POS","NEG",-0.39206296,-0.30641678,"POS","POS",-0.42484134,-0.28321302,"POS","NEG",-0.61758423,-0.36887065,"POS","POS",-0.50356674,-0.19031444,"NEG","NEG",-0.48904628,-0.43786994,4,1,5,3,5,3
"111","KAR48","KAR","Ur","Upper","Yathavar",140000,54000,2.3127289,259.25925,53800,447000,31.31991,2.3127289,-0.34282959,-0.17418969,-0.39638153,0.42101133,0.0038055924,-0.26659843,0.02672589,-0.067025267,284700,50506.332,0,563.69171,30632.912,623860.75,45.635185,0,-0.35540691,-0.11809786,-0.43299657,0.93878627,-0.60820937,-0.29268342,0.87316161,0.24535197,271500,39804.348,54.61496,682.0863,30978.262,719837,37.716873,54.61496,-0.058394376,-0.14912434,-0.54515773,1.2197649,-0.59908611,0.32331184,0.79594702,0.36683631,144700,-13200,304.43246,118.39459,14.315275,-7.9183121,-2.3127289,54.61496,-2.3127289,54.61496,-3493.668,-10701.984,176860.75,95976.25,-23167.088,345.34961,"(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)","(Δ+1)>(Δ-2)","(Δ-1)&(Δ-2)","(Δ+1)&(Δ+2)",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"POS","NEG",0.13546778,-0.65629637,"POS","POS",0.017370492,-0.27049586,"POS","NEG",-0.23123696,-0.24696572,"NEG","POS",-0.6173197,-0.17325138,"NEG","POS",-0.42184642,0.030442791,"NEG","NEG",-0.63747907,-0.59720194,"POS","POS",-0.096886143,-0.36557457,"NEG","POS",-0.19087377,-0.64419627,1,1,6,2,5,3
"112","KAR49","KAR","Colony","Dalits","SC",26000,61000,16.393442,42.622952,71400,99500,26.130653,0,-0.26625445,-0.19452286,-0.32301867,-0.59632456,0.46875238,-0.29268342,-0.64012742,-0.28931513,20600,57848.102,26.973116,35.610504,75949.367,138797.47,14.841769,5.0639949,-0.208719,-0.23875631,-0.35605186,-0.48127785,0.58893496,-0.23556724,-0.6717152,-0.29651058,72200,24217.393,180.90022,298.13281,69239.133,541358.69,13.336813,116.29539,0.62838274,-0.24465321,-0.70851529,0.69725442,0.41166782,1.0189977,-0.36987633,-0.027137222,-5400,51600,-7.0124474,262.52231,-11.288884,-1.5049562,10.579674,153.92711,5.0639949,111.2314,-3151.8984,-33630.711,39297.469,402561.22,4549.3672,-6710.2344,"(Δ-1)&(Δ-2)","(Δ+1)&(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)&(Δ-2)","(Δ+1)&(Δ+2)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"NEG","POS",-0.63809425,-0.41730189,"NEG","POS",-0.37689745,-0.17131877,"NEG","NEG",-0.23832683,-0.26245114,"POS","POS",-0.5234223,0.16581108,"POS","POS",-0.37042311,0.42236644,"NEG","NEG",-0.64108419,-0.40103802,"POS","POS",-0.41612923,0.41350508,"POS","NEG",-0.60475838,-0.49404052,4,4,5,2,6,2
"113","KAR50","KAR","Ur","Middle","Vanniyar",28000,20000,71.43766,140,30600,183000,15.300547,12.5,0.03309251,-0.23695868,-0.75271529,-0.35187119,-0.60907882,-0.15169749,-0.62842822,-0.18939683,235800,52531.648,4.4915662,448.87228,10506.329,31582.279,746.62122,0.42891568,-0.33098042,2.6285896,-0.41177043,-0.79515946,-1.139902,-0.28784573,0.58711666,0.1275361,97200,30434.781,57.635635,319.3714,33695.652,120652.18,80.562157,0,-0.041967034,0.018757179,-0.64335454,-0.53439975,-0.52729964,-0.29268342,-0.22363657,-0.0053443718,207800,-138600,308.87228,-129.50089,731.32068,-666.05908,-66.946091,53.14407,-12.071084,-0.42891568,32531.648,-22096.867,-151417.72,89069.898,-20093.672,23189.324,"(Δ+1)>(Δ-2)","(Δ-1)>(Δ+2)","(Δ+1)>(Δ-2)","(Δ+1)>(Δ-2)","(Δ-1)>(Δ+2)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"POS","NEG",0.48587528,0.12416999,"POS","NEG",0.023256036,-0.26285338,"POS","NEG",1.4484776,1.3421547,"NEG","POS",0.11679738,-0.17827316,"NEG","NEG",-0.23945509,-0.34465659,"POS","NEG",-0.33117783,-0.4997144,"NEG","POS",-0.15593179,-0.38312468,"NEG","POS",-0.25919789,-0.10527769,3,3,4,1,4,4
"114","KAR6","KAR","Colony","Dalits","SC",18700,23000,20.314358,81.304352,29300,101000,18.514853,20.314358,-0.24493133,-0.224364,-0.72127408,-0.59193319,-0.64342147,-0.063560322,-0.68282938,-0.24962425,16500,27341.771,43.029205,60.347221,30253.164,69493.672,23.743168,6.9172001,-0.12140118,-0.20387779,-0.67577052,-0.68417066,-0.61824131,-0.21466517,-0.6956985,-0.2711283,51800,21684.783,84.497307,238.87718,22554.348,185869.56,27.869003,4.3769708,0.10411479,-0.18771145,-0.73505807,-0.34347031,-0.82162428,-0.2433161,-0.48920795,-0.087939247,-2200,35300,-20.95713,178.52997,5.2283154,4.1258354,22.714848,41.468102,-13.397158,-2.5402293,4341.7715,-5656.9883,-31506.328,116375.89,953.16406,-7698.8164,"(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)","(Δ-1)<(Δ+2)","(Δ+1)<(Δ-2)","(Δ-1)<(Δ+2)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"NEG","POS",-0.65586454,-0.51875007,"NEG","POS",-0.35841203,-0.22911553,"POS","POS",-0.25252482,-0.25612289,"POS","POS",-0.38558885,-0.21813618,"NEG","NEG",-0.21466973,-0.33004117,"POS","NEG",-0.62853301,-0.64036375,"NEG","POS",-0.43421012,-0.31373596,"POS","NEG",-0.68470442,-0.47071859,4,1,3,2,5,2
"115","KAR7","KAR","Ur","Middle","Vanniyar",78000,43000,82.607498,181.39536,60200,159000,49.056606,20.019745,0.09383744,-0.10469164,-0.511666,-0.42213324,0.17287715,-0.066883229,-0.33594871,-0.14692117,167700,162025.31,35.94331,103.50234,26835.443,160759.48,104.31732,28.638672,-0.1599364,0.11183751,0.73576754,-0.4169822,-0.7085287,0.030328566,0.18875954,-0.22684696,54800,54347.828,20.091095,100.832,22500,187880.45,29.167484,20.091095,-0.2461455,-0.18262358,-0.39273614,-0.33758324,-0.82305998,-0.066078477,-0.47165918,-0.22958699,89700,-112900,-77.893013,-2.6703415,55.260715,-75.149841,-46.664188,-15.852215,8.618927,-8.5475769,119025.31,-107677.48,1759.4844,27120.969,-33364.555,-4335.4434,"(Δ+1)<(Δ-2)","(Δ-1)&(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)>(Δ-2)","(Δ+1)&(Δ+2)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"POS","NEG",-0.16995873,-0.035782047,"NEG","NEG",-0.28293628,-0.35012797,"POS","NEG",-0.13531488,-0.084631145,"NEG","NEG",-0.11356803,-0.30559158,"POS","NEG",-0.30397862,-0.28845569,"POS","NEG",0.58118302,0.23246007,"POS","POS",-0.50324363,-0.54054648,"NEG","NEG",0.035822846,-0.55006486,3,2,2,1,1,3
"116","KAR8","KAR","Colony","Dalits","SC",14000,23000,28.885941,60.869564,44200,84000,16.666668,0,-0.1983165,-0.23160578,-0.72127408,-0.64170212,-0.24980174,-0.29268342,-0.7103225,-0.27059233,5700,53164.559,2.3009253,10.721428,26835.443,74177.219,7.6842999,0,-0.34289378,-0.26680157,-0.40513727,-0.67045915,-0.7085287,-0.29268342,-0.75887406,-0.32204917,45800,44217.391,19.576294,103.57915,24130.436,204945.64,22.347387,19.576294,-0.24894515,-0.20934691,-0.49890724,-0.28762347,-0.77998805,-0.071884856,-0.52430552,-0.22676815,-8300,40100,-50.148136,92.857727,-8.9823685,14.663088,-26.585014,17.275368,0,19.576294,30164.559,-8947.168,-9822.7813,130768.42,-17364.557,-2705.0078,"(Δ-1)<(Δ+2)","(Δ-1)>(Δ+2)","(Δ-1)<(Δ+2)","(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"NEG","POS",-0.62198997,-0.48887575,"NEG","POS",-0.31971565,-0.28806826,"NEG","POS",-0.24373026,-0.23068005,"NEG","POS",-0.34163082,-0.30073279,"POS","POS",-0.46507317,-0.2121101,"POS","NEG",-0.3561466,-0.61221504,"NEG","POS",-0.48453113,-0.27716231,"NEG","NEG",-0.319868,-0.58852893,4,3,5,1,2,3
"117","KAR9","KAR","Colony","Dalits","SC",240000,76000,140.11697,315.78949,38700,118500,202.53165,35.878487,0.40659121,0.49667263,-0.1658126,-0.54070044,-0.39509761,0.11198553,0.61168492,-0.0090197576,221500,202531.64,33.036701,109.36563,55569.621,164620.25,134.55209,25.459476,-0.17574342,0.23030701,1.1602902,-0.40567946,0.050554436,-0.0055291788,0.5034675,-0.22083066,34200,135869.56,7.3187418,25.1712,23586.957,256032.63,13.357674,7.3187418,-0.31560537,-0.24457148,0.46164465,-0.13806196,-0.79434538,-0.21013623,-0.59216076,-0.30722231,-18500,-187300,-206.42386,-84.194427,-67.979553,-121.19442,-107.08028,-25.71796,-10.41901,-18.140736,126531.64,-66662.078,46120.25,91412.375,16869.621,-31982.664,"(Δ-1)&(Δ-2)","(Δ-1)&(Δ-2)","(Δ-1)&(Δ-2)","(Δ+1)>(Δ-2)","(Δ+1)&(Δ+2)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,"NEG","NEG",-0.56534725,0.42726976,"NEG","NEG",-0.11255234,-0.29402965,"NEG","NEG",-0.10551871,0.02654626,"NEG","NEG",0.57264853,-0.27190885,"NEG","NEG",-0.27033365,-0.22204767,"POS","NEG",0.66036201,-0.1184422,"POS","POS",-0.40029559,-0.37717208,"POS","NEG",-0.33087075,0.10216846,1,3,6,1,3,1
"118","KOR1","KOR","Ur","Middle","Vanniyar",105000,75000,9.7799997,140,55400,179000,58.659218,9.7799997,-0.30222031,-0.067065537,-0.17629302,-0.36358154,0.046073481,-0.18237603,-0.17800976,-0.18939683,242500,28101.268,155.5361,862.95044,55569.621,134493.67,180.30589,54.702644,0.49044505,0.40958503,-0.66781074,-0.49387759,0.050554436,0.32430083,0.62630886,0.55242044,195900,104471.74,45.130444,187.51482,30978.262,583587,33.56826,14.424886,-0.10997402,-0.16537994,0.13258278,0.82088143,-0.59908611,-0.12998694,0.35371798,-0.14064202,137500,-46600,722.95044,-675.43561,121.64668,-146.73764,145.7561,-110.40565,44.922646,-40.27776,-46898.734,76370.477,-44506.328,449093.31,169.62109,-24591.359,"(Δ+1)<(Δ-2)","(Δ+1)>(Δ-2)","(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"POS","NEG",0.095484674,-0.44842097,"POS","NEG",0.57216913,0.1128149,"POS","NEG",0.020206213,0.0882219,"POS","NEG",1.0119354,0.017224109,"POS","NEG",0.37456644,-0.068805553,"NEG","POS",-0.17962955,-0.035383191,"NEG","POS",-0.40404102,0.53175026,"POS","NEG",-0.70212311,-0.072201885,5,7,5,1,4,3
"119","KOR10","KOR","Colony","Dalits","SC",50600,131000,1.8244276,38.625954,56400,175000,28.914284,1.8244276,-0.34548512,-0.1836157,0.41060966,-0.37529188,0.072490908,-0.27210593,-0.49622747,-0.29341644,60700,85031.648,10.550951,71.385185,58734.176,146075.95,41.553722,6.637197,-0.29802766,-0.13409033,-0.071157269,-0.45996949,0.13415384,-0.2178233,-0.4371466,-0.25980228,31700,19565.219,25.975496,162.02222,23913.043,62989.133,50.326145,15.996274,-0.21414436,-0.099717185,-0.75727195,-0.70321321,-0.78573102,-0.11226345,-0.6067847,-0.16679989,10100,-29000,32.759232,90.637032,12.639439,8.7724228,8.7265234,15.424545,4.8127694,9.3590775,-45968.352,-65466.43,-28924.047,-83086.82,2334.1758,-34821.133,"(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)","(Δ+1)<(Δ-2)","(Δ-1)&(Δ-2)","(Δ-1)&(Δ-2)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"POS","NEG",-0.61199421,-0.55796009,"POS","POS",-0.34276682,-0.28959638,"POS","POS",-0.23516291,-0.24490342,"POS","POS",-0.54447073,-0.30705169,"POS","POS",-0.3751187,-0.28283814,"NEG","NEG",-0.1894435,-0.12867142,"NEG","NEG",-0.4402028,-0.3983286,"POS","NEG",-0.65400356,0.16913156,6,4,2,2,5,3
"120","KOR11","KOR","Ur","Middle","Vanniyar",39000,56000,12.482142,69.64286,38200,162000,24.074074,12.482142,-0.28752527,-0.2025812,-0.37542072,-0.41335049,-0.40830633,-0.15189889,-0.56408274,-0.26159006,569700,29493.67,83.404747,1931.601,42405.063,345443.03,164.91866,83.404747,0.098173119,0.3492929,-0.65321779,0.12369464,-0.29721937,0.64802825,2.5402949,1.6489595,228500,139434.78,33.026089,163.87589,23586.957,440597.84,51.861351,20.048855,-0.17580113,-0.093701757,0.49900961,0.40226847,-0.79434538,-0.066554897,0.54441464,-0.16489784,530700,-341200,1861.9581,-1767.7251,140.84457,-113.0573,70.922607,-50.378658,70.922607,-63.355892,-26506.33,109941.11,183443.03,95154.813,4205.0625,-18818.105,"(Δ+1)>(Δ-2)","(Δ+1)>(Δ-2)","(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)","(Δ+1)&(Δ+2)",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"POS","NEG",2.2790065,1.3851149,"POS","NEG",2.0820682,0.86444056,"POS","NEG",0.065180756,0.0068987049,"POS","NEG",0.16196336,-0.18771456,"POS","NEG",0.8605262,0.090951331,"NEG","POS",-0.39473468,0.25182623,"POS","POS",-0.08161065,-0.36766198,"POS","NEG",-0.61241251,-0.20840034,3,6,6,3,3,2
"121","KOR14","KOR","Ur","Middle","Vanniyar",54000,46099,45.046734,117.13921,43900,137000,39.416061,10.846222,-0.11042926,-0.14246638,-0.47918719,-0.48654011,-0.25772697,-0.17035024,-0.47633886,-0.21285422,234200,99936.703,39.875481,234.34833,84050.633,403481.03,58.044861,37.342232,-0.13855208,-0.06947279,0.085053742,0.29360583,0.80294961,0.12849492,0.5777573,-0.092586286,72400,25108.695,43.610275,288.34631,64347.824,310652.16,23.305809,18.12501,-0.11824115,-0.2055915,-0.69917411,0.021841381,0.28245202,-0.088253707,-0.36870641,-0.03717912,180200,-161800,117.20912,53.997986,18.628799,-34.739052,-5.1712532,3.7347946,26.49601,-19.217222,53837.703,-74828.008,266481.03,-92828.875,40150.633,-19702.809,"(Δ+1)<(Δ-2)","(Δ-1)>(Δ+2)","(Δ+1)>(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)>(Δ-2)",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"POS","NEG",0.3326067,0.2685625,"POS","POS",-0.23081779,-0.3148084,"POS","NEG",-0.22113176,-0.18220542,"NEG","POS",-0.5848521,-0.34696177,"POS","NEG",0.030158121,-0.21459576,"POS","NEG",-0.10643525,-0.048579592,"POS","NEG",0.11109562,-0.37357253,"POS","NEG",0.18668197,-0.18752906,3,2,6,4,1,2
"122","KOR15","KOR","Colony","Dalits","SC",24000,66000,22.034849,36.363636,41400,221500,10.835215,1.580303,-0.23557478,-0.25445527,-0.27061665,-0.23915915,-0.32377055,-0.27485937,-0.65182656,-0.29573777,132900,53924.051,33.14801,246.45775,60379.746,94493.672,140.64432,17.078854,-0.17513809,0.25417829,-0.39717749,-0.61098099,0.17762558,-0.10005317,-0.014806201,-0.080160849,616200,189364.13,19.901224,325.40485,38804.348,449945.69,136.94987,8.8337364,-0.24717808,0.23970228,1.0222894,0.42963508,-0.39234102,-0.1930488,2.8123007,0.00084653037,108900,483300,210.09412,78.947098,129.8091,-3.6944427,11.113161,-13.246786,15.49855,-8.2451172,-12075.949,135440.08,-127006.33,355452,18979.746,-21575.398,"(Δ+1)>(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)&(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"POS","POS",-0.06333711,2.2695189,"POS","POS",-0.10768695,-0.29764044,"POS","NEG",0.039328162,-0.25716451,"POS","NEG",-0.51736283,-0.3144868,"POS","NEG",-0.17539304,-0.29054946,"NEG","POS",-0.54695064,0.46997952,"NEG","POS",-0.21258329,0.29379329,"POS","NEG",-0.28396124,-0.14335226,4,6,3,3,5,2
"123","KOR16","KOR","Ur","Middle","Vanniyar",52000,26000,64.911545,200,25400,272000,19.117647,34.142307,-0.0023984599,-0.22200206,-0.68983287,-0.091316104,-0.74644941,0.092403375,-0.48803803,-0.12783101,107600,28357.596,1.2989621,379.43979,87974.68,479556.97,22.437376,1.2989621,-0.34834275,-0.2089943,-0.6651243,0.51632464,0.90661281,-0.27803257,-0.16280083,0.056291621,440200,100043.48,16.404701,440.0087,35326.086,392554.34,112.13734,14.136338,-0.26619321,0.14247885,0.086172767,0.261617,-0.48422775,-0.13324143,1.7827729,0.11844119,55600,332600,179.43979,60.568909,3.3197289,89.699966,-63.612583,15.10574,-32.843346,12.837376,2357.5957,71685.883,207556.97,-87002.625,62574.68,-52648.594,"(Δ+1)&(Δ+2)","(Δ-1)>(Δ+2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)","(Δ+1)>(Δ-2)",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"POS","POS",-0.35932317,1.3315901,"POS","POS",-0.14832315,-0.31028682,"POS","POS",-0.25699601,-0.049498994,"NEG","POS",0.078934819,-0.30814013,"NEG","POS",0.14879483,-0.25875983,"POS","POS",-0.6494627,-0.075461656,"POS","NEG",-0.025649438,-0.38837793,"POS","NEG",0.68518376,0.58970422,4,6,6,1,7,1
"124","KOR17","KOR","Ur","Middle","Vanniyar",67000,46000,25.233707,145.65218,19200,71000,94.366196,21.195652,-0.21817844,0.072845817,-0.48022476,-0.67976075,-0.91023749,-0.05362032,-0.40029418,-0.18359715,819500,34873.418,370.64651,2349.9275,58734.176,200506.31,408.7153,184.28931,1.66028,1.3045661,-0.59683585,-0.30061996,0.13415384,1.7858925,4.0015225,2.0782032,31500,50489.133,8.4477444,62.389668,36358.695,305869.56,10.298508,8.4477444,-0.30946553,-0.25655827,-0.43317682,0.0078399302,-0.45694888,-0.19740236,-0.60795462,-0.26903257,752500,-788000,2204.2754,-2287.5378,314.34912,-398.41681,345.41281,-362.19876,163.09366,-175.84157,-11126.582,15615.715,129506.31,105363.25,39534.176,-22375.48,"(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)","(Δ-1)<(Δ+2)","(Δ+1)&(Δ+2)",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"POS","NEG",3.5107083,4.1659155,"POS","NEG",2.5358531,1.2221338,"POS","NEG",0.47164649,0.69591641,"POS","NEG",3.2796714,0.87687308,"POS","NEG",2.5832758,0.86962616,"NEG","POS",-0.55696481,-0.55516309,"POS","POS",-0.20678158,-0.34172076,"POS","NEG",0.17297772,-0.1244773,3,7,6,2,4,1
"125","KOR19","KOR","Colony","Dalits","SC",65500,29000,46.837933,225.86208,38800,360000,18.194445,46.837933,-0.10068818,-0.22561947,-0.65839165,0.1663114,-0.39245588,0.23559573,-0.40906858,-0.101294,41100,39367.09,21.766825,104.40192,179620.25,159493.67,25.769047,8.7732534,-0.23703238,-0.19593975,-0.54974031,-0.42068797,3.3276534,-0.19373098,-0.55179858,-0.2259239,43100,19673.914,8.1939678,219.07179,59239.129,101358.7,42.522251,8.1939678,-0.31084564,-0.13029534,-0.75613278,-0.59088308,0.14749341,-0.20026468,-0.54009938,-0.1082615,-24400,2000,-121.46015,114.66987,7.5746021,16.753204,-25.071108,-13.572857,-38.064678,-0.57928562,10367.09,-19693.176,-200506.33,-58134.977,140820.25,-120381.13,"(Δ+1)&(Δ+2)","(Δ-1)&(Δ-2)","(Δ-1)>(Δ+2)","(Δ+1)<(Δ-2)","(Δ-1)&(Δ-2)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"NEG","POS",-0.5325833,-0.72600311,"NEG","POS",-0.22518252,-0.27305892,"POS","POS",-0.2470282,-0.22563334,"NEG","NEG",-0.35882604,-0.31337357,"NEG","NEG",0.24638563,-0.34361568,"POS","NEG",-0.56497616,-0.52027887,"NEG","NEG",-0.042011857,-0.46173507,"POS","NEG",2.4246361,2.1876013,6,1,4,1,5,1
"126","KOR2","KOR","Colony","Dalits","SC",104000,50000,35.475876,208,28840,212000,49.056606,11.903356,-0.16247845,-0.10469164,-0.43830314,-0.26697123,-0.65557349,-0.15842696,-0.18385936,-0.11962223,63300,104430.38,32.624634,60.614544,72784.813,27436.709,230.7128,0.79287505,-0.17798436,0.60709542,0.13214932,-0.80729598,0.50533557,-0.28374067,-0.42193767,-0.270854,11300,67934.781,1.3453565,16.6336,38097.824,125271.73,9.0203915,1.3453565,-0.34809044,-0.26156634,-0.25033936,-0.52087563,-0.41100556,-0.2775093,-0.72611636,-0.31598273,-40700,-52000,-147.38545,-43.980942,181.65619,-221.69241,-2.8512421,-31.279278,-11.11048,0.55248141,54430.383,-36495.602,-184563.3,97835.023,43944.813,-34686.988,"(Δ+1)<(Δ-2)","(Δ-1)&(Δ-2)","(Δ-1)&(Δ-2)","(Δ+1)>(Δ-2)","(Δ-1)>(Δ+2)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"NEG","NEG",-0.44206598,-0.41481236,"NEG","NEG",-0.19081524,-0.32170132,"POS","NEG",0.16078933,0.26920471,"NEG","NEG",-0.61120319,-0.25292191,"NEG","POS",-0.25740954,-0.34380123,"POS","NEG",-0.10018349,-0.37652779,"NEG","POS",-0.079010844,-0.36085114,"POS","NEG",0.27102917,0.16596693,5,3,4,4,4,1
"127","KOR20","KOR","Ur","Middle","Vanniyar",148000,95000,9.4736843,155.78947,48840,431000,34.338749,9.4736843,-0.30388618,-0.16236091,0.033315092,0.37416995,-0.12722486,-0.18583092,0.073522612,-0.17319529,221500,37341.773,17.464399,593.16943,51518.988,249177.22,88.892555,17.464399,-0.26043025,0.051398344,-0.57096648,-0.15813173,-0.056452878,-0.095704645,0.5034675,0.27559897,48900,26826.088,17.448153,182.28525,48369.566,239673.92,20.402721,17.448153,-0.26051861,-0.21696673,-0.68117511,-0.18595345,-0.13965251,-0.095887892,-0.50617176,-0.14600806,73500,-172600,437.37994,-410.88419,54.553806,-68.489838,7.990715,-0.016246796,7.990715,-0.016246796,-57658.227,-10515.686,-181822.78,-9503.2969,2678.9883,-3149.4219,"(Δ+1)<(Δ-2)","(Δ+1)>(Δ-2)","(Δ+1)<(Δ-2)","(Δ-1)&(Δ-2)","(Δ-1)&(Δ-2)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"POS","NEG",-0.25992072,0.3357797,"POS","NEG",0.19360924,-0.069228075,"POS","NEG",-0.13697094,-0.10071213,"POS","NEG",-0.55282813,-0.35965729,"POS","NEG",-0.31572041,-0.34751326,"NEG","NEG",-0.066135235,-0.59879577,"NEG","NEG",-0.085370764,-0.5853157,"POS","NEG",-0.64633816,-0.57804465,3,4,4,4,1,2
